 Deff   Wavelength   Qext              Qabs              Qsca              Albedo            Parea             Volume            Gfactor
   10    2.7620000	 2.2074842500e+00  1.0047011400e+00  1.2027831100e+00  5.4486599848e-01  5.6478466000e+01  3.7649151600e+02  9.6381518498e-01
   10    2.7700000	 2.1892511800e+00  1.0332028900e+00  1.1560482900e+00  5.2805648825e-01  5.6478466000e+01  3.7649151600e+02  9.6356864155e-01
   10    2.7780000	 2.1807553800e+00  1.0564916100e+00  1.1242637700e+00  5.1553868917e-01  5.6478466000e+01  3.7649151600e+02  9.6306789254e-01
   10    2.7860000	 2.1790871600e+00  1.0764799100e+00  1.1026072500e+00  5.0599501949e-01  5.6478466000e+01  3.7649151600e+02  9.6235137217e-01
   10    2.7930000	 2.1862635600e+00  1.0953382200e+00  1.0909253400e+00  4.9899077127e-01  5.6478466000e+01  3.7649154700e+02  9.6131551954e-01
   10    2.8010000	 2.1937444200e+00  1.1096047200e+00  1.0841397000e+00  4.9419599207e-01  5.6478466000e+01  3.7649154700e+02  9.6027499961e-01
   10    2.8090000	 2.1956841900e+00  1.1216471100e+00  1.0740370800e+00  4.8915827007e-01  5.6478466000e+01  3.7649151600e+02  9.5927733705e-01
   10    2.8170000	 2.1937904400e+00  1.1314442200e+00  1.0623462200e+00  4.8425145840e-01  5.6478466000e+01  3.7649154700e+02  9.5828237615e-01
   10    2.8250000	 2.1950659800e+00  1.1403567800e+00  1.0547092000e+00  4.8049088711e-01  5.6478466000e+01  3.7649154700e+02  9.5705462700e-01
   10    2.8330000	 2.2012896500e+00  1.1488804800e+00  1.0524091700e+00  4.7808754745e-01  5.6478466000e+01  3.7649151600e+02  9.5550634550e-01
   10    2.8410000	 2.2071661900e+00  1.1555525000e+00  1.0516136900e+00  4.7645424018e-01  5.6478466000e+01  3.7649151600e+02  9.5390550688e-01
   10    2.8490000	 2.2123310600e+00  1.1608773500e+00  1.0514537100e+00  4.7526960545e-01  5.6478466000e+01  3.7649151600e+02  9.5217099001e-01
   10    2.8570000	 2.2216465500e+00  1.1657718400e+00  1.0558747100e+00  4.7526673854e-01  5.6478466000e+01  3.7649151600e+02  9.5040372735e-01
   10    2.8650000	 2.2299966800e+00  1.1697224400e+00  1.0602742400e+00  4.7546000831e-01  5.6478466000e+01  3.7649154700e+02  9.4861396425e-01
   10    2.8740000	 2.2447590800e+00  1.1749521500e+00  1.0698069300e+00  4.7657984304e-01  5.6478466000e+01  3.7649151600e+02  9.4651049793e-01
